DT10021,Chí 1634 foods,TK110021,88139965,4252810021,2.6501041647284307,Đặng Thị Thương
DT10022,Gia 2220 foods,TK110022,67073939,1998010022,3.7725446230441806,Đặng Chí Quốc
DT10023,Thị 2994 foods,TK110023,80156447,3845410023,4.9755644629223665,Hồ Song khanh
DT10024,Gia 6328 foods,TK110024,93981073,5356210024,3.1612057941512997,Âu Chí Vũ
DT10025,Văn 3734 foods,TK110025,97765669,1283310025,4.765190251309628,Phạm Văn Tú
DT10026,Tùng 3000 foods,TK110026,65659462,6634110026,4.503601346644233,Phạm Thị Minh
DT10027,Chí 6543 foods,TK110027,14125703,3348810027,3.427962023230732,Trần Hoàng Tú
DT10028,Gia 2409 foods,TK110028,76612838,4384010028,2.9803097306894064,Bùi Thị Tú
DT10029,Thị 5826 foods,TK110029,12154935,6107710029,4.702687156022158,Đặng Gia An
DT10030,Thị 7106 foods,TK110030,27182146,1469510030,1.713881925440305,Dương Gia Đức
DT10031,Hoàng 1975 foods,TK110031,36249053,5017510031,2.2168936120531706,Đặng Tùng Giang
DT10032,Văn 7597 foods,TK110032,20486170,5498710032,2.862112729649764,Giản Tùng Vy
DT10033,Hoàng 9020 foods,TK110033,71895350,7333110033,3.098674740586768,Võ Song Vy
DT10034,Chí 3764 foods,TK110034,96162897,9402310034,3.2425975055718093,An Thị Việt
DT10035,Gia 3346 foods,TK110035,40045395,8718010035,3.20153985761614,Lê Văn Thương
DT10036,Tùng 2380 foods,TK110036,80809373,6025910036,4.996405610708413,Trần Văn khanh
DT10037,Gia 3293 foods,TK110037,37236397,4728210037,3.324042535684339,Phạm Song Duy
DT10038,Song 8474 foods,TK110038,58844502,9768610038,2.8596240055979187,Đặng Gia Vy
DT10039,Tùng 6552 foods,TK110039,2515797,6839310039,1.1402219526044792,Âu Văn Chi
DT10040,Tùng 6550 foods,TK110040,45546679,8982010040,2.207655379959642,Trần Gia Thiên
DT10041,Thị 426 foods,TK110041,10531666,6539010041,2.376842835194171,Đặng Song khanh
DT10042,Tùng 5237 foods,TK110042,5458303,5568910042,1.1118289727755784,Đoàn Chí Nguyệt
DT10043,Gia 7246 foods,TK110043,48072591,7819110043,3.268712375361397,Trương Song Ngần
DT10044,Tùng 5811 foods,TK110044,59441375,1252110044,2.0057427729950903,Vũ Tùng Duy
DT10045,Văn 7536 foods,TK110045,64935053,8584410045,1.0474546714556263,Phạm Hoàng Thương
DT10046,Văn 4013 foods,TK110046,47491402,8043810046,1.1681361552209855,Lý Văn Nam
DT10047,Song 5157 foods,TK110047,40235270,6208710047,4.508646442780092,Nguyễn Thị Ngần
DT10048,Song 2879 foods,TK110048,95815198,4458410048,2.7264324360248735,Dương Thị Ngần
DT10049,Gia 5111 foods,TK110049,28504244,8315110049,2.290369832520024,Phạm Gia Tú
DT10050,Văn 2911 foods,TK110050,11753655,6035010050,4.838994880499395,Dương Văn Tín
DT10051,Thị 6934 foods,TK110051,83376327,7399910051,2.739076038727123,Vũ Tùng Hân
DT10052,Gia 8642 foods,TK110052,56658237,9792910052,4.1006921856700504,Bùi Chí Thông
DT10053,Hoàng 9129 foods,TK110053,70831590,7057110053,4.103542437691619,Nguyễn Thị Vinh
DT10054,Hoàng 1521 foods,TK110054,10885361,4419510054,1.073269180769218,Âu Chí Nam
DT10055,Hoàng 9648 foods,TK110055,11709293,2295210055,2.3896746277445766,Dương Song Cúc
DT10056,Tùng 6611 foods,TK110056,58792858,2152210056,4.977701151601492,Ưng Song Tân
DT10057,Hoàng 5673 foods,TK110057,12414848,3021910057,2.4529827952947745,Nguyễn Gia Quốc
DT10058,Văn 1405 foods,TK110058,37334186,5184710058,1.5804274107699925,Ưng Thị Tiệp
DT10059,Chí 8932 foods,TK110059,48227681,5062010059,4.5713521623747635,Phạm Chí Sáng
DT10060,Chí 620 foods,TK110060,35319584,5806510060,4.476413834392833,Lê Gia Chi
DT10061,Chí 3300 foods,TK110061,83449495,2822210061,4.033347259813116,Trương Gia Sáng
DT10062,Gia 3245 foods,TK110062,20018658,4815710062,3.917586024173585,Võ Song Bắc
DT10063,Chí 1966 foods,TK110063,47258392,4488210063,3.746179812134757,Lại Chí Tú
DT10064,Gia 639 foods,TK110064,1427653,8415610064,4.49009806126235,Âu Song Đăng
DT10065,Chí 9637 foods,TK110065,86759960,5797210065,1.4279940396500423,Phạm Tùng khanh
DT10066,Hoàng 8939 foods,TK110066,26005914,8682010066,3.0267277162645647,Âu Thị Chung
DT10067,Tùng 8031 foods,TK110067,12698725,8655910067,2.0819247311594022,Trương Văn Tuấn
DT10068,Hoàng 3468 foods,TK110068,66716588,5076710068,2.868307520891166,Dương Văn Sáng
DT10069,Thị 7375 foods,TK110069,17649617,8815210069,3.8428561103136105,Đặng Chí Nguyệt
DT10070,Chí 8469 foods,TK110070,84235374,4522610070,4.283336419946368,Phạm Chí Vy
DT10071,Thị 2916 foods,TK110071,36366666,7627810071,2.7798329273924027,Lý Hoàng Đăng
DT10072,Tùng 9261 foods,TK110072,13404619,9058710072,2.7869383188118997,Đặng Tùng Ngần
DT10073,Chí 1498 foods,TK110073,73228055,5963610073,3.3578537491266687,Dương Thị Tiến
DT10074,Văn 2310 foods,TK110074,95801099,5924710074,3.336651647143249,An Song Bắc
DT10075,Chí 1164 foods,TK110075,9557757,7768410075,3.8331828272374553,Đặng Chí Vũ
DT10076,Gia 4780 foods,TK110076,21314703,2424710076,3.809983092533969,Bùi Tùng khanh
DT10077,Văn 970 foods,TK110077,58260251,3818710077,1.918291220355218,Võ Chí Bảo
DT10078,Văn 6390 foods,TK110078,28726792,9186810078,2.1229722789587435,Bùi Song Ngọc Nhi
DT10079,Song 7208 foods,TK110079,11592106,7389010079,3.639641990789532,Đoàn Văn Đan
DT10080,Tùng 2796 foods,TK110080,36702877,3334810080,1.114083968205518,Đặng Văn Thông
DT10081,Song 4799 foods,TK110081,41121846,9784110081,4.14444998420859,Dương Hoàng Tín
DT10082,Gia 4496 foods,TK110082,53382920,6885310082,3.4484278934325068,Dương Gia Cúc
DT10083,Thị 7018 foods,TK110083,80931962,2185710083,1.790002427068221,Dương Văn Nam
DT10084,Hoàng 8721 foods,TK110084,56540205,5676210084,4.529002544816503,Hồ Hoàng Giang
DT10085,Văn 4340 foods,TK110085,99242614,3237110085,2.1074839569681028,Lại Chí Nam
DT10086,Hoàng 8825 foods,TK110086,31558331,2596410086,2.9104822381577047,Trương Song Anh
DT10087,Hoàng 7555 foods,TK110087,88595945,6192810087,1.7273377786593276,Nguyễn Thị Tín
DT10088,Tùng 8739 foods,TK110088,71080499,1129710088,1.5898338155049703,Phạm Chí Thông
DT10089,Chí 4430 foods,TK110089,5240358,2694510089,4.7706199943938135,Dương Chí Tuấn
DT10090,Hoàng 4345 foods,TK110090,51811537,7341110090,3.7891869782857284,Lê Văn Nguyệt
DT10091,Gia 274 foods,TK110091,45136961,1307310091,3.1250063360979228,Hồ Hoàng Chung
DT10092,Gia 6222 foods,TK110092,52672403,9611210092,3.7197636038474413,Hồ Hoàng Chi
DT10093,Gia 6869 foods,TK110093,2151205,5059710093,2.2495144633963933,Dương Thị Việt
DT10094,Gia 8462 foods,TK110094,36399389,5033710094,4.491282618149471,Giản Chí Thiên
DT10095,Hoàng 2430 foods,TK110095,64061340,5029010095,2.806737106622455,Lại Thị Anh
DT10096,Văn 2934 foods,TK110096,6858718,9099910096,3.1006923256135845,Võ Thị Đức
DT10097,Gia 3394 foods,TK110097,63539452,1914810097,4.934294646553187,Đặng Tùng Vinh
DT10098,Gia 3241 foods,TK110098,75864788,5145110098,4.066816703504787,Giản Tùng Tân
DT10099,Song 6712 foods,TK110099,31335848,6178210099,2.256625267704184,Lý Hoàng Giang
DT10100,Hoàng 5118 foods,TK110100,78729055,3891810100,4.152302577147713,Trần Thị Ngần
DT10101,Thị 570 foods,TK110101,17420650,7208310101,2.0438023134466685,Đặng Gia Tiến
DT10102,Văn 8515 foods,TK110102,54857968,1868410102,2.959014537441716,Trần Chí Ngần
DT10103,Gia 1054 foods,TK110103,19195058,3227410103,2.6876707931271873,Vũ Chí Đức
DT10104,Gia 4987 foods,TK110104,56903643,2671610104,1.8754028967164729,Đoàn Thị Nam
DT10105,Gia 313 foods,TK110105,80288723,2769710105,1.1241233310126533,Lý Tùng Tiệp
DT10106,Gia 7602 foods,TK110106,74150735,9467310106,3.910346668305493,Vũ Thị Cầu
DT10107,Thị 2619 foods,TK110107,86687294,9072110107,3.6439932575778737,Hồ Văn Cúc
DT10108,Gia 5353 foods,TK110108,22241216,4709410108,2.564878049010094,Ưng Song Bảo
DT10109,Hoàng 5786 foods,TK110109,93179262,2042910109,3.272756307088105,Lê Chí Cúc
DT10110,Chí 7179 foods,TK110110,70526749,3375910110,3.9339472763631367,Giản Gia Vy
DT10111,Tùng 3578 foods,TK110111,18984611,3652310111,4.320833807924435,Phạm Thị Giang
DT10112,Chí 6213 foods,TK110112,52972031,6568710112,3.3082305119233415,Ưng Văn Bảo
DT10113,Văn 2570 foods,TK110113,48312028,5179510113,1.3366621873331588,Ưng Chí Chi
DT10114,Chí 8762 foods,TK110114,36790365,1596310114,4.553884071488381,Trần Chí Vy
DT10115,Hoàng 4500 foods,TK110115,76300800,1936510115,2.956997682231672,Nguyễn Gia Thương
DT10116,Chí 6117 foods,TK110116,61062265,5108610116,3.172319434616725,Lý Thị Tuấn
DT10117,Hoàng 8755 foods,TK110117,34128607,9041210117,4.214130117908221,Lý Song Tiệp
DT10118,Hoàng 7999 foods,TK110118,4613403,2527910118,1.5894775775471999,Giản Song Bắc
DT10119,Văn 9357 foods,TK110119,88098218,7474110119,4.382153444090902,Trương Gia Đăng
DT10120,Chí 2802 foods,TK110120,46871443,5446110120,4.703072850762938,Bùi Hoàng Mây
DT10121,Tùng 8213 foods,TK110121,15458059,5602910121,3.48376266401123,Đoàn Tùng Anh
DT10122,Chí 1806 foods,TK110122,12369927,8207610122,2.6373204659884464,Phạm Gia Bảo
DT10123,Hoàng 9455 foods,TK110123,56126856,7255110123,2.979555745025488,Giản Tùng Anh
DT10124,Chí 1180 foods,TK110124,27368342,9007710124,4.992038144447674,Hồ Tùng khanh
DT10125,Văn 8868 foods,TK110125,59028672,9362910125,1.5975696855584385,Trần Tùng Minh
DT10126,Song 386 foods,TK110126,80919742,1682310126,3.7154776943363848,Vũ Gia khanh
DT10127,Song 4021 foods,TK110127,84036346,6868410127,4.231190849093,Phạm Chí Nam
DT10128,Hoàng 8321 foods,TK110128,6405884,6791210128,2.3666685307531417,Trương Chí Nguyệt
DT10129,Chí 5138 foods,TK110129,96916577,2237610129,1.3095597364570812,Giản Thị Ngần
DT10130,Gia 4921 foods,TK110130,75783124,8076710130,2.451976529556624,Trương Chí Cầu
DT10131,Chí 8906 foods,TK110131,11619162,8001110131,3.324754311207708,Lý Văn Đan
DT10132,Tùng 7383 foods,TK110132,47146086,7186810132,1.0475341982410105,Lại Văn Anh
DT10133,Văn 8224 foods,TK110133,33591664,4316810133,3.4968429594130304,Lê Song Cúc
DT10134,Gia 2029 foods,TK110134,40832582,8585110134,1.8151329848514797,Trần Thị Việt
DT10135,Thị 3112 foods,TK110135,82974611,6104410135,1.3414261313080988,Đoàn Chí Tiệp
DT10136,Chí 8139 foods,TK110136,75468068,1726710136,2.7826688030468785,Đoàn Tùng khanh
DT10137,Hoàng 8876 foods,TK110137,17300344,3116310137,3.0123473918030044,Trương Hoàng Giang
DT10138,Tùng 6312 foods,TK110138,78267351,9626710138,3.361233986046661,Âu Hoàng Cúc
DT10139,Hoàng 9159 foods,TK110139,49192054,9492010139,1.3518558966954521,Lê Gia Tiệp
DT10140,Thị 2719 foods,TK110140,99351631,1413310140,2.209097407400754,Ưng Hoàng khanh
DT10141,Tùng 4908 foods,TK110141,6684286,2399010141,2.1699043143437975,Vũ Hoàng Thiên
DT10142,Thị 2923 foods,TK110142,98629623,2401410142,3.0782836762013477,Lý Song Tuấn
DT10143,Song 8680 foods,TK110143,40715626,4205810143,4.729964981941597,An Văn Tín
DT10144,Gia 3188 foods,TK110144,27992472,9164210144,4.311679034391856,Trương Chí Tú
DT10145,Chí 7283 foods,TK110145,67108485,1812510145,4.137006766367792,Trương Song Chung
DT10146,Song 910 foods,TK110146,62030830,5722510146,2.5287156370746526,Lý Song Chung
DT10147,Tùng 6067 foods,TK110147,28691461,5164110147,4.098750094225379,Võ Song Hân
DT10148,Tùng 7293 foods,TK110148,29446931,5608810148,4.301469023494054,Vũ Hoàng Sáng
DT10149,Song 9602 foods,TK110149,81671020,6715810149,2.22729807631423,Trương Thị Tuấn
DT10150,Văn 8162 foods,TK110150,46618573,3533010150,3.854461155868465,Võ Song Tú
DT10151,Thị 3810 foods,TK110151,55589409,6322010151,2.1226128352821805,Trương Chí Sáng
DT10152,Hoàng 3762 foods,TK110152,51623057,2737010152,4.483736778004143,Bùi Hoàng Mây
DT10153,Gia 4197 foods,TK110153,46852584,5502410153,3.641899315106498,Giản Hoàng Sáng
DT10154,Hoàng 4109 foods,TK110154,88509314,9533810154,3.6489876265689163,Lê Văn Vũ
DT10155,Chí 3558 foods,TK110155,41042158,4089710155,4.748625515670723,Trương Song Hân
DT10156,Tùng 8852 foods,TK110156,22545987,5892710156,4.310194683528951,Ưng Tùng Bảo
DT10157,Văn 5146 foods,TK110157,20248730,8605910157,3.2779625625988342,Ưng Tùng Giang
DT10158,Song 1627 foods,TK110158,63130844,8556410158,4.030412397628504,Phạm Song Nam
DT10159,Tùng 2526 foods,TK110159,25973833,1231810159,1.3485783914040197,Đặng Gia Phú
DT10160,Gia 306 foods,TK110160,23738645,4667910160,3.570359693410765,Đoàn Chí Tuấn
DT10161,Tùng 6956 foods,TK110161,93948727,3016210161,4.005674120683138,An Thị Minh
DT10162,Gia 7715 foods,TK110162,34360232,4953610162,2.002208148143045,Đặng Gia Bắc
DT10163,Tùng 683 foods,TK110163,66959544,3083810163,2.522638119323807,Trương Thị Tiến
DT10164,Tùng 4160 foods,TK110164,58749974,7504710164,4.09891944653046,Trần Thị Tiến
DT10165,Chí 8251 foods,TK110165,72620482,8826610165,1.0251749618432968,Trần Hoàng Vũ
DT10166,Thị 1667 foods,TK110166,57686040,5315910166,2.744073616478923,An Chí Mây
DT10167,Hoàng 7934 foods,TK110167,72547269,6749610167,2.9712489858769238,Giản Thị Ngọc Nhi
DT10168,Gia 9496 foods,TK110168,56236432,4554310168,3.3301596906480087,Lý Chí Thương
DT10169,Song 3064 foods,TK110169,43150098,7837010169,4.927499713677189,Võ Tùng Quốc
DT10170,Song 5938 foods,TK110170,20428669,8586110170,3.7926174375923334,Âu Văn Cúc
DT10171,Song 8147 foods,TK110171,28316524,7565210171,1.9604025344315463,Nguyễn Hoàng Ngọc Nhi
DT10172,Song 4583 foods,TK110172,61887625,9939810172,1.6580469002416445,Đặng Song Nguyệt
DT10173,Gia 7255 foods,TK110173,25435289,3928610173,2.130804451140555,Đoàn Thị Việt
DT10174,Gia 7347 foods,TK110174,35476875,4858810174,3.2966106854688855,Vũ Song Ngần
DT10175,Hoàng 5119 foods,TK110175,14514535,8945310175,4.428345296207656,Nguyễn Gia Đăng
DT10176,Văn 2065 foods,TK110176,17956163,9963910176,3.0811506464162286,Đoàn Văn Ngọc Nhi
DT10177,Tùng 9076 foods,TK110177,68989225,8934410177,2.935997066445116,Lý Gia Quốc
DT10178,Văn 7383 foods,TK110178,64156471,4786110178,1.9404670510747408,Lại Song Mây
DT10179,Gia 3564 foods,TK110179,54588084,1468510179,1.1110699048151882,Dương Văn Tân
DT10180,Chí 1045 foods,TK110180,24281729,3838310180,2.5069154218557186,Bùi Gia Bắc
DT10181,Hoàng 2456 foods,TK110181,19616406,5334810181,3.4533666394204725,Âu Song Chi
DT10182,Chí 5761 foods,TK110182,30127961,9951410182,3.772972305005293,An Thị Vũ
DT10183,Văn 4807 foods,TK110183,9382033,2092110183,1.0263519631698013,Vũ Gia Vinh
DT10184,Chí 1458 foods,TK110184,40065123,2069410184,4.885553235420119,Vũ Thị Hân
DT10185,Văn 1350 foods,TK110185,53851899,9384610185,1.3465996930300288,Âu Chí Quốc
DT10186,Thị 8981 foods,TK110186,45946720,9044410186,2.030845616925002,Vũ Văn Tân
DT10187,Thị 6591 foods,TK110187,8252566,1275610187,3.9022639231247953,Hồ Song Tiến
DT10188,Thị 303 foods,TK110188,60459248,9273010188,1.5192428308937638,Dương Văn Đức
DT10189,Gia 2901 foods,TK110189,83543529,5846210189,1.5367247394439496,Dương Chí Nam
DT10190,Chí 9059 foods,TK110190,1111087,3332410190,1.487724802852361,Trương Thị Quốc
DT10191,Gia 1422 foods,TK110191,70955631,6933010191,3.905126313962841,Trần Hoàng Anh
DT10192,Song 941 foods,TK110192,77371142,6756910192,2.1758181115741038,Lý Hoàng Tú
DT10193,Song 9274 foods,TK110193,46589991,3345010193,3.1231788915814813,Âu Hoàng Chung
DT10194,Gia 3283 foods,TK110194,93492743,6923710194,4.147865430831574,Giản Hoàng Tiệp
DT10195,Hoàng 4781 foods,TK110195,46892255,4455910195,2.8067477841995205,Bùi Tùng Cúc
DT10196,Tùng 3237 foods,TK110196,87389661,9063610196,4.36802158263057,Trương Song Việt
DT10197,Thị 6395 foods,TK110197,51778517,4986610197,4.333984932408804,Vũ Văn Vũ
DT10198,Song 4466 foods,TK110198,79252793,6258010198,3.1281489805400464,Đoàn Văn Tân
DT10199,Tùng 2953 foods,TK110199,85505178,6089610199,2.4398057311693697,Bùi Hoàng Sáng
DT10200,Văn 7262 foods,TK110200,38413744,3542110200,4.444685691384415,Phạm Thị Bảo
DT10201,Gia 1338 foods,TK110201,1132097,6183810201,3.5289803091285292,Nguyễn Thị Bắc
DT10202,Thị 2547 foods,TK110202,30834868,4141210202,4.960165572065922,Trần Tùng Cúc
DT10203,Chí 7057 foods,TK110203,67696989,7184110203,4.6016245074676085,Trần Văn Quốc
DT10204,Thị 3551 foods,TK110204,89525037,1751410204,4.421061292019266,Đặng Song Cúc
DT10205,Hoàng 8098 foods,TK110205,73012870,1593310205,2.973977443171664,Võ Song Việt
DT10206,Thị 6136 foods,TK110206,45431474,9396710206,3.1875477972298474,Vũ Hoàng Minh
DT10207,Văn 8698 foods,TK110207,16496067,7279410207,1.6705281908338971,Nguyễn Tùng Anh
DT10208,Song 8053 foods,TK110208,40924794,6927110208,4.6215768247658335,Đoàn Chí Tiến
DT10209,Song 7591 foods,TK110209,19991073,8374510209,1.4000025832264837,Bùi Hoàng Cầu
DT10210,Thị 4597 foods,TK110210,78096068,4739710210,4.74332602942847,Võ Văn Phú
DT10211,Thị 4018 foods,TK110211,88770698,1676810211,2.198280133352376,Giản Chí Thông
DT10212,Hoàng 391 foods,TK110212,90955643,7772310212,3.763363522013536,Lê Văn Duy
DT10213,Chí 1413 foods,TK110213,93683902,2976810213,1.999184396140397,Phạm Hoàng Vy
DT10214,Chí 2308 foods,TK110214,77169706,2578310214,4.14412607160266,Trần Văn Việt
DT10215,Hoàng 7594 foods,TK110215,2506841,8841810215,4.098999521278026,Đặng Song Việt
DT10216,Tùng 1275 foods,TK110216,59066269,4357210216,2.727396610677123,Lại Tùng Nguyệt
DT10217,Tùng 1835 foods,TK110217,30794042,3576910217,2.655901066790629,An Chí An
DT10218,Gia 3183 foods,TK110218,31570359,7767610218,3.5613557448466695,Nguyễn Văn Nam
DT10219,Chí 7879 foods,TK110219,21433723,3816810219,1.2888809305934483,Phạm Chí Phú
DT10220,Gia 4251 foods,TK110220,98377743,1576310220,4.2108611775510605,Bùi Hoàng khanh
DT10221,Văn 501 foods,TK110221,81772489,8276710221,1.4900123677484398,Lê Chí Bảo
DT10222,Thị 4438 foods,TK110222,87993167,9322610222,1.7854338854453533,Âu Song Đức
DT10223,Tùng 5110 foods,TK110223,74895804,4651410223,1.4769661877150533,Lại Văn Nguyệt
DT10224,Thị 313 foods,TK110224,71215578,4553910224,1.9512604214442617,Giản Chí Mây
DT10225,Hoàng 8835 foods,TK110225,28662041,3048610225,4.639048594335878,Nguyễn Thị Ngần
DT10226,Văn 4076 foods,TK110226,33842127,1397410226,1.3225828927006105,Võ Hoàng Anh
DT10227,Hoàng 8276 foods,TK110227,71504802,3136410227,3.7116631371537125,Võ Song Vy
DT10228,Song 6753 foods,TK110228,16042072,6802910228,3.078117699629955,Phạm Song Thiên
DT10229,Gia 3144 foods,TK110229,14186274,9049410229,1.600798735068404,Hồ Song Tiến
DT10230,Chí 8731 foods,TK110230,56920824,8121910230,4.16695574941369,Đoàn Văn Vũ
DT10231,Gia 8400 foods,TK110231,74870268,4216010231,4.417169187139301,Đặng Chí Bắc
DT10232,Song 5544 foods,TK110232,7948211,2506310232,1.42136518318696,Vũ Gia Tuấn
DT10233,Văn 2983 foods,TK110233,89632117,8357410233,1.8727669594072962,Lý Song Bắc
DT10234,Song 5562 foods,TK110234,94738072,5833210234,1.5115948742628253,Đặng Thị Giang
DT10235,Hoàng 2696 foods,TK110235,11019993,4995810235,3.214372911570185,Đoàn Chí Tân
DT10236,Hoàng 4825 foods,TK110236,46623062,9017210236,4.032626419163437,Đặng Chí Mây
DT10237,Văn 1698 foods,TK110237,9618736,3783910237,2.680957176687659,Trương Văn Phú
DT10238,Tùng 6250 foods,TK110238,93573265,6127710238,4.48283795228949,Bùi Hoàng Nam
DT10239,Song 8428 foods,TK110239,80728798,8536810239,3.896744676450769,Trần Văn Ngọc Nhi
DT10240,Thị 3714 foods,TK110240,41690603,7942210240,1.1120670130229744,Đặng Chí Quốc
DT10241,Hoàng 984 foods,TK110241,25627690,1179210241,3.103559612354031,Giản Tùng Nam
DT10242,Tùng 7183 foods,TK110242,23875122,6999910242,1.6288170820729357,Âu Văn Chi
DT10243,Văn 5010 foods,TK110243,70945864,3823310243,4.491345150908358,An Hoàng Sáng
DT10244,Tùng 3759 foods,TK110244,49801362,5472510244,1.5314558534359834,Lại Hoàng Anh
DT10245,Chí 861 foods,TK110245,77509319,7461410245,3.098472912319676,Lê Thị Thông
DT10246,Tùng 3434 foods,TK110246,53130368,5777610246,1.3104444590012387,Hồ Thị An
DT10247,Văn 7834 foods,TK110247,67995020,6367010247,3.7708782540952406,Võ Tùng Đức
DT10248,Gia 7552 foods,TK110248,83159498,6475610248,3.223811346799308,Lại Thị Sáng
DT10249,Tùng 1172 foods,TK110249,41772584,9537710249,1.0964747465737177,Âu Thị Việt
DT10250,Gia 2153 foods,TK110250,62247701,6395610250,3.1991323545578756,Giản Thị Tín
DT10251,Chí 967 foods,TK110251,45550046,2287310251,3.3960782149353053,Âu Hoàng Hân
DT10252,Chí 5398 foods,TK110252,94587772,4592910252,4.290978552171333,Hồ Chí Nam
DT10253,Gia 610 foods,TK110253,82823886,8898410253,3.238361554216646,An Chí Tiến
DT10254,Song 6782 foods,TK110254,13976194,9165310254,3.45986970264011,Phạm Hoàng Quốc
DT10255,Thị 331 foods,TK110255,43568967,3275010255,1.9771059578619794,Vũ Thị Cúc
DT10256,Song 3082 foods,TK110256,5541094,5487010256,2.0707352303071103,An Hoàng Chung
DT10257,Tùng 6864 foods,TK110257,20495547,2903010257,3.888898535650997,Võ Chí Cúc
DT10258,Gia 8497 foods,TK110258,67300234,9166210258,4.173415850587245,Hồ Thị Đức
DT10259,Chí 5702 foods,TK110259,25924427,2471910259,2.838793321714132,Ưng Hoàng Phú
DT10260,Gia 4534 foods,TK110260,21676569,7204110260,1.8850124550082747,Lê Thị Đan
DT10261,Hoàng 5514 foods,TK110261,27893365,2254410261,1.5260321087366338,An Tùng Phú
DT10262,Gia 3861 foods,TK110262,44877014,1842610262,2.328757798988032,Nguyễn Gia Cúc
DT10263,Thị 6337 foods,TK110263,5872496,5625710263,3.9806001355231664,Đoàn Hoàng Tiến
DT10264,Thị 3862 foods,TK110264,73037567,1661110264,3.7949050438219247,Dương Song Ngần
DT10265,Văn 819 foods,TK110265,35619785,9586610265,4.191220853388448,Lý Chí Cúc
DT10266,Gia 3387 foods,TK110266,49298210,2535710266,1.169658341858986,Giản Hoàng Nguyệt
DT10267,Chí 3094 foods,TK110267,26034961,3556110267,2.5743959022854894,Trần Văn Nam
DT10268,Hoàng 1281 foods,TK110268,29135599,8558810268,1.4318420770434308,Ưng Gia An
DT10269,Gia 7535 foods,TK110269,4792647,1761510269,4.740618143861665,Phạm Thị Quốc
DT10270,Thị 6941 foods,TK110270,35407442,3318110270,4.253855832493942,Võ Tùng Vinh
DT10271,Thị 1043 foods,TK110271,22951963,3935410271,3.6325676057658147,Giản Gia Thiên
DT10272,Thị 8824 foods,TK110272,63233930,6433610272,4.865456278664702,Võ Chí Việt
DT10273,Gia 4448 foods,TK110273,13287035,1531810273,1.684147669704878,Trần Tùng Sáng
DT10274,Văn 384 foods,TK110274,11387630,7426910274,1.1696577617472284,An Gia Nam
DT10275,Chí 8078 foods,TK110275,82208099,6781110275,1.9626697093022347,Dương Văn Bắc
DT10276,Hoàng 2615 foods,TK110276,62244757,8399510276,4.332339023328869,Phạm Văn Nam
DT10277,Thị 9641 foods,TK110277,93867729,3166610277,1.5233664594711351,Đặng Song Thông
DT10278,Gia 1523 foods,TK110278,50786445,7266710278,2.366286599436181,Lê Chí Nguyệt
DT10279,Chí 7127 foods,TK110279,56611404,1467210279,3.540741690463019,Bùi Gia Bảo
DT10280,Hoàng 6281 foods,TK110280,81867011,1814110280,3.0480704925124043,Võ Song Mây
DT10281,Song 7681 foods,TK110281,58298338,4728310281,1.4104688000541281,An Chí Cúc
DT10282,Song 6898 foods,TK110282,51349564,7927010282,1.4775688202147057,Đoàn Văn Hân
DT10283,Song 6101 foods,TK110283,88695187,7522010283,2.8227471490901705,Ưng Hoàng Đan
