TX140059,61M6130059,187709140059,4990266,1000000,NV100029,KV24,TP BANK,303 276 140059,TK140059
TX140060,57M7130060,187709140060,7086080,1000000,NV100030,KV25,VIETCOM BANK,303 276 140060,TK140060
TX140061,79M9130061,187709140061,7985957,1000000,NV100030,KV26,LPB,303 276 140061,TK140061
TX140062,49M6130062,187709140062,5708940,1000000,NV100031,KV27,VIETCOM BANK,303 276 140062,TK140062
TX140063,71M2130063,187709140063,5532527,1000000,NV100031,KV11,GDB,303 276 140063,TK140063
TX140064,74M6130064,187709140064,6289491,1000000,NV100032,KV12,VIETCOM BANK,303 276 140064,TK140064
TX140065,70M1130065,187709140065,2052113,1000000,NV100032,KV13,AGRIBANK,303 276 140065,TK140065
TX140066,60M7130066,187709140066,7235235,1000000,NV100033,KV14,GDB,303 276 140066,TK140066
TX140067,65M9130067,187709140067,8205435,1000000,NV100033,KV15,NAM A BANK,303 276 140067,TK140067
TX140068,91M7130068,187709140068,4749463,1000000,NV100034,KV16,TECHCOM BANK,303 276 140068,TK140068
TX140069,52M9130069,187709140069,9846433,1000000,NV100034,KV17,SEA BANK,303 276 140069,TK140069
TX140070,43M1130070,187709140070,9734637,1000000,NV100035,KV18,TECHCOM BANK,303 276 140070,TK140070
TX140071,72M3130071,187709140071,3042775,1000000,NV100035,KV19,NAM A BANK,303 276 140071,TK140071
TX140072,37M3130072,187709140072,9771685,1000000,NV100036,KV20,VIETCOM BANK,303 276 140072,TK140072
TX140073,40M6130073,187709140073,9647642,1000000,NV100036,KV21,NAM A BANK,303 276 140073,TK140073
TX140074,31M4130074,187709140074,6957521,1000000,NV100037,KV22,VIETCOM BANK,303 276 140074,TK140074
TX140075,43M3130075,187709140075,1979259,1000000,NV100037,KV23,MSB,303 276 140075,TK140075
TX140076,86M7130076,187709140076,5630294,1000000,NV100038,KV24,TECHCOM BANK,303 276 140076,TK140076
TX140077,34M7130077,187709140077,7466375,1000000,NV100038,KV25,TECHCOM BANK,303 276 140077,TK140077
TX140078,68M9130078,187709140078,3432699,1000000,NV100039,KV26,SEA BANK,303 276 140078,TK140078
TX140079,86M9130079,187709140079,6496924,1000000,NV100039,KV27,MSB,303 276 140079,TK140079
TX140080,47M7130080,187709140080,7481843,1000000,NV100040,KV11,MB BANK,303 276 140080,TK140080
TX140081,32M9130081,187709140081,1443205,1000000,NV100040,KV12,TP BANK,303 276 140081,TK140081
TX140082,72M5130082,187709140082,8793602,1000000,NV100041,KV13,EXIM BANK,303 276 140082,TK140082
TX140083,83M8130083,187709140083,7728992,1000000,NV100041,KV14,SHB,303 276 140083,TK140083
TX140084,56M2130084,187709140084,2890051,1000000,NV100042,KV15,EXIM BANK,303 276 140084,TK140084
TX140085,68M5130085,187709140085,2257080,1000000,NV100042,KV16,OCB,303 276 140085,TK140085
TX140086,41M3130086,187709140086,2265893,1000000,NV100043,KV17,TECHCOM BANK,303 276 140086,TK140086
TX140087,77M9130087,187709140087,2726343,1000000,NV100043,KV18,TP BANK,303 276 140087,TK140087
TX140088,62M6130088,187709140088,8012764,1000000,NV100044,KV19,SHB,303 276 140088,TK140088
TX140089,76M7130089,187709140089,4316660,1000000,NV100044,KV20,OCEAN BANK,303 276 140089,TK140089
TX140090,30M4130090,187709140090,3649680,1000000,NV100045,KV21,VIB,303 276 140090,TK140090
TX140091,59M4130091,187709140091,6043650,1000000,NV100045,KV22,LPB,303 276 140091,TK140091
TX140092,45M9130092,187709140092,4373812,1000000,NV100046,KV23,LPB,303 276 140092,TK140092
TX140093,43M3130093,187709140093,2654502,1000000,NV100046,KV24,AGRIBANK,303 276 140093,TK140093
TX140094,56M2130094,187709140094,4688929,1000000,NV100047,KV25,EXIM BANK,303 276 140094,TK140094
TX140095,33M3130095,187709140095,5980464,1000000,NV100047,KV26,TP BANK,303 276 140095,TK140095
TX140096,77M5130096,187709140096,5077834,1000000,NV100048,KV27,NAM A BANK,303 276 140096,TK140096
TX140097,57M8130097,187709140097,6900119,1000000,NV100048,KV11,Sacom BANK,303 276 140097,TK140097
TX140098,63M7130098,187709140098,4305086,1000000,NV100049,KV12,MB BANK,303 276 140098,TK140098
TX140099,63M5130099,187709140099,5143149,1000000,NV100049,KV13,SCB,303 276 140099,TK140099
TX140100,84M3130100,187709140100,1027833,1000000,NV100050,KV14,TP BANK,303 276 140100,TK140100
TX140101,55M8130101,187709140101,9743803,1000000,NV100050,KV15,GDB,303 276 140101,TK140101
TX140102,71M5130102,187709140102,6515977,1000000,NV100051,KV16,SEA BANK,303 276 140102,TK140102
TX140103,62M4130103,187709140103,7594421,1000000,NV100051,KV17,TECHCOM BANK,303 276 140103,TK140103
TX140104,56M3130104,187709140104,9845565,1000000,NV100052,KV18,NAM A BANK,303 276 140104,TK140104
TX140105,71M8130105,187709140105,8373045,1000000,NV100052,KV19,NAM A BANK,303 276 140105,TK140105
TX140106,49M8130106,187709140106,2044416,1000000,NV100053,KV20,VIB,303 276 140106,TK140106
TX140107,83M4130107,187709140107,7315495,1000000,NV100053,KV21,MB BANK,303 276 140107,TK140107
TX140108,31M1130108,187709140108,5454379,1000000,NV100054,KV22,SCB,303 276 140108,TK140108
TX140109,81M5130109,187709140109,3125213,1000000,NV100054,KV23,MSB,303 276 140109,TK140109
TX140110,49M5130110,187709140110,4920069,1000000,NV100055,KV24,SHB,303 276 140110,TK140110
TX140111,47M3130111,187709140111,7863527,1000000,NV100055,KV25,SHB,303 276 140111,TK140111
TX140112,86M2130112,187709140112,5467759,1000000,NV100056,KV26,MSB,303 276 140112,TK140112
TX140113,31M7130113,187709140113,4439215,1000000,NV100056,KV27,OCB,303 276 140113,TK140113
TX140114,53M6130114,187709140114,5626665,1000000,NV100057,KV11,NAM A BANK,303 276 140114,TK140114
TX140115,56M5130115,187709140115,3126926,1000000,NV100057,KV12,BIDV,303 276 140115,TK140115
TX140116,91M6130116,187709140116,5145086,1000000,NV100058,KV13,VIB,303 276 140116,TK140116
TX140117,71M2130117,187709140117,8677618,1000000,NV100058,KV14,NAM A BANK,303 276 140117,TK140117
TX140118,70M7130118,187709140118,1795213,1000000,NV100059,KV15,VIETTIN BANK,303 276 140118,TK140118
TX140119,55M3130119,187709140119,3000465,1000000,NV100059,KV16,BIDV,303 276 140119,TK140119
TX140120,36M5130120,187709140120,4827944,1000000,NV100060,KV17,MSB,303 276 140120,TK140120
TX140121,87M4130121,187709140121,4374974,1000000,NV100060,KV18,VIETCOM BANK,303 276 140121,TK140121
TX140122,44M9130122,187709140122,3452701,1000000,NV100061,KV19,MB BANK,303 276 140122,TK140122
TX140123,36M5130123,187709140123,6239816,1000000,NV100061,KV20,NAM A BANK,303 276 140123,TK140123
TX140124,68M5130124,187709140124,4182672,1000000,NV100062,KV21,LPB,303 276 140124,TK140124
TX140125,74M8130125,187709140125,2998165,1000000,NV100062,KV22,NAM A BANK,303 276 140125,TK140125
TX140126,80M1130126,187709140126,2673187,1000000,NV100063,KV23,SCB,303 276 140126,TK140126
TX140127,63M1130127,187709140127,5149809,1000000,NV100063,KV24,GDB,303 276 140127,TK140127
TX140128,90M8130128,187709140128,8297919,1000000,NV100064,KV25,AGRIBANK,303 276 140128,TK140128
TX140129,53M9130129,187709140129,2711936,1000000,NV100064,KV26,LPB,303 276 140129,TK140129
TX140130,61M9130130,187709140130,1878188,1000000,NV100065,KV27,SHB,303 276 140130,TK140130
TX140131,43M8130131,187709140131,1287943,1000000,NV100065,KV11,Sacom BANK,303 276 140131,TK140131
TX140132,37M3130132,187709140132,5564144,1000000,NV100066,KV12,AGRIBANK,303 276 140132,TK140132
TX140133,52M4130133,187709140133,6080930,1000000,NV100066,KV13,TECHCOM BANK,303 276 140133,TK140133
TX140134,72M9130134,187709140134,1800045,1000000,NV100067,KV14,VIETCOM BANK,303 276 140134,TK140134
TX140135,58M6130135,187709140135,8238710,1000000,NV100067,KV15,AGRIBANK,303 276 140135,TK140135
TX140136,54M6130136,187709140136,6249961,1000000,NV100068,KV16,SEA BANK,303 276 140136,TK140136
TX140137,33M1130137,187709140137,2364607,1000000,NV100068,KV17,SEA BANK,303 276 140137,TK140137
TX140138,34M9130138,187709140138,2663284,1000000,NV100069,KV18,SHB,303 276 140138,TK140138
TX140139,57M9130139,187709140139,6668225,1000000,NV100069,KV19,TP BANK,303 276 140139,TK140139
TX140140,61M9130140,187709140140,4484811,1000000,NV100070,KV20,VIB,303 276 140140,TK140140
TX140141,66M6130141,187709140141,7551099,1000000,NV100070,KV21,EXIM BANK,303 276 140141,TK140141
TX140142,47M6130142,187709140142,2414433,1000000,NV100071,KV22,SCB,303 276 140142,TK140142
TX140143,46M5130143,187709140143,8199385,1000000,NV100071,KV23,SHB,303 276 140143,TK140143
TX140144,63M2130144,187709140144,7637430,1000000,NV100072,KV24,EXIM BANK,303 276 140144,TK140144
TX140145,75M2130145,187709140145,9296535,1000000,NV100072,KV25,AGRIBANK,303 276 140145,TK140145
TX140146,82M9130146,187709140146,3956943,1000000,NV100073,KV26,BIDV,303 276 140146,TK140146
TX140147,68M4130147,187709140147,4794873,1000000,NV100073,KV27,Sacom BANK,303 276 140147,TK140147
TX140148,50M4130148,187709140148,4816113,1000000,NV100074,KV11,SEA BANK,303 276 140148,TK140148
TX140149,84M9130149,187709140149,7483681,1000000,NV100074,KV12,TP BANK,303 276 140149,TK140149
TX140150,55M5130150,187709140150,1746344,1000000,NV100075,KV13,VIETTIN BANK,303 276 140150,TK140150
TX140151,68M4130151,187709140151,7138899,1000000,NV100075,KV14,NAM A BANK,303 276 140151,TK140151
TX140152,69M7130152,187709140152,4890338,1000000,NV100076,KV15,VIETCOM BANK,303 276 140152,TK140152
TX140153,42M2130153,187709140153,7183312,1000000,NV100076,KV16,MSB,303 276 140153,TK140153
TX140154,48M1130154,187709140154,9708611,1000000,NV100077,KV17,LPB,303 276 140154,TK140154
TX140155,69M5130155,187709140155,7482336,1000000,NV100077,KV18,EXIM BANK,303 276 140155,TK140155
TX140156,48M2130156,187709140156,5105595,1000000,NV100078,KV19,LPB,303 276 140156,TK140156
TX140157,69M9130157,187709140157,7106757,1000000,NV100078,KV20,LPB,303 276 140157,TK140157
TX140158,48M9130158,187709140158,3331305,1000000,NV100079,KV21,SEA BANK,303 276 140158,TK140158
TX140159,71M7130159,187709140159,1546318,1000000,NV100079,KV22,AGRIBANK,303 276 140159,TK140159
TX140160,48M9130160,187709140160,8183036,1000000,NV100080,KV23,EXIM BANK,303 276 140160,TK140160
TX140161,65M5130161,187709140161,1814979,1000000,NV100080,KV24,OCB,303 276 140161,TK140161
TX140162,47M6130162,187709140162,8378714,1000000,NV100081,KV25,VIETTIN BANK,303 276 140162,TK140162
TX140163,70M3130163,187709140163,7609023,1000000,NV100081,KV26,SEA BANK,303 276 140163,TK140163
TX140164,78M9130164,187709140164,7555072,1000000,NV100082,KV27,SHB,303 276 140164,TK140164
TX140165,60M9130165,187709140165,8912781,1000000,NV100082,KV11,SHB,303 276 140165,TK140165
TX140166,29M9130166,187709140166,5453629,1000000,NV100083,KV12,NAM A BANK,303 276 140166,TK140166
TX140167,48M8130167,187709140167,5265856,1000000,NV100083,KV13,TECHCOM BANK,303 276 140167,TK140167
TX140168,41M6130168,187709140168,6046168,1000000,NV100084,KV14,Sacom BANK,303 276 140168,TK140168
TX140169,72M6130169,187709140169,3504447,1000000,NV100084,KV15,TP BANK,303 276 140169,TK140169
TX140170,66M2130170,187709140170,9263673,1000000,NV100085,KV16,VIETCOM BANK,303 276 140170,TK140170
TX140171,37M2130171,187709140171,3715990,1000000,NV100085,KV17,TECHCOM BANK,303 276 140171,TK140171
TX140172,78M8130172,187709140172,4241570,1000000,NV100086,KV18,SEA BANK,303 276 140172,TK140172
TX140173,62M4130173,187709140173,5183001,1000000,NV100086,KV19,EXIM BANK,303 276 140173,TK140173
TX140174,67M2130174,187709140174,3219762,1000000,NV100087,KV20,AGRIBANK,303 276 140174,TK140174
TX140175,74M3130175,187709140175,3707981,1000000,NV100087,KV21,Sacom BANK,303 276 140175,TK140175
TX140176,50M4130176,187709140176,2837587,1000000,NV100088,KV22,VIETCOM BANK,303 276 140176,TK140176
TX140177,41M2130177,187709140177,8383343,1000000,NV100088,KV23,NAM A BANK,303 276 140177,TK140177
TX140178,32M8130178,187709140178,2232753,1000000,NV100089,KV24,SCB,303 276 140178,TK140178
TX140179,30M5130179,187709140179,6726441,1000000,NV100089,KV25,SEA BANK,303 276 140179,TK140179
TX140180,86M5130180,187709140180,4242215,1000000,NV100090,KV26,GDB,303 276 140180,TK140180
TX140181,46M4130181,187709140181,5614858,1000000,NV100090,KV27,TECHCOM BANK,303 276 140181,TK140181
TX140182,41M6130182,187709140182,8369419,1000000,NV100091,KV11,VIETTIN BANK,303 276 140182,TK140182
TX140183,63M6130183,187709140183,2576328,1000000,NV100091,KV12,SCB,303 276 140183,TK140183
TX140184,91M3130184,187709140184,5497886,1000000,NV100092,KV13,OCB,303 276 140184,TK140184
TX140185,67M9130185,187709140185,3577728,1000000,NV100092,KV14,SEA BANK,303 276 140185,TK140185
TX140186,43M3130186,187709140186,4917396,1000000,NV100093,KV15,TP BANK,303 276 140186,TK140186
TX140187,86M8130187,187709140187,8853339,1000000,NV100093,KV16,SHB,303 276 140187,TK140187
TX140188,72M1130188,187709140188,8061740,1000000,NV100094,KV17,OCEAN BANK,303 276 140188,TK140188
TX140189,48M9130189,187709140189,2553158,1000000,NV100094,KV18,BIDV,303 276 140189,TK140189
TX140190,76M4130190,187709140190,8260597,1000000,NV100095,KV19,Sacom BANK,303 276 140190,TK140190
TX140191,40M3130191,187709140191,7729585,1000000,NV100095,KV20,OCEAN BANK,303 276 140191,TK140191
TX140192,75M1130192,187709140192,6944509,1000000,NV100096,KV21,TP BANK,303 276 140192,TK140192
TX140193,65M1130193,187709140193,9277785,1000000,NV100096,KV22,OCB,303 276 140193,TK140193
TX140194,85M5130194,187709140194,7285476,1000000,NV100097,KV23,ACB,303 276 140194,TK140194
TX140195,51M6130195,187709140195,7922564,1000000,NV100097,KV24,OCEAN BANK,303 276 140195,TK140195
TX140196,75M9130196,187709140196,1928072,1000000,NV100098,KV25,AGRIBANK,303 276 140196,TK140196
TX140197,77M7130197,187709140197,1290011,1000000,NV100098,KV26,MSB,303 276 140197,TK140197
TX140198,75M4130198,187709140198,5819642,1000000,NV100099,KV27,ACB,303 276 140198,TK140198
TX140199,70M7130199,187709140199,3672608,1000000,NV100099,KV11,MB BANK,303 276 140199,TK140199
TX140200,49M4130200,187709140200,7570512,1000000,NV100100,KV12,LPB,303 276 140200,TK140200
TX140201,71M2130201,187709140201,6748887,1000000,NV100100,KV13,TECHCOM BANK,303 276 140201,TK140201
TX140202,64M9130202,187709140202,8154987,1000000,NV100101,KV14,TP BANK,303 276 140202,TK140202
TX140203,47M1130203,187709140203,8338802,1000000,NV100101,KV15,GDB,303 276 140203,TK140203
TX140204,59M6130204,187709140204,8007832,1000000,NV100102,KV16,MSB,303 276 140204,TK140204
TX140205,69M7130205,187709140205,5866688,1000000,NV100102,KV17,TP BANK,303 276 140205,TK140205
TX140206,39M2130206,187709140206,4904466,1000000,NV100103,KV18,Sacom BANK,303 276 140206,TK140206
TX140207,50M4130207,187709140207,4766793,1000000,NV100103,KV19,LPB,303 276 140207,TK140207
TX140208,88M7130208,187709140208,1449124,1000000,NV100104,KV20,NAM A BANK,303 276 140208,TK140208
TX140209,44M8130209,187709140209,7353007,1000000,NV100104,KV21,ACB,303 276 140209,TK140209
TX140210,42M5130210,187709140210,1545180,1000000,NV100105,KV22,LPB,303 276 140210,TK140210
TX140211,59M1130211,187709140211,7688442,1000000,NV100105,KV23,VIETTIN BANK,303 276 140211,TK140211
TX140212,81M8130212,187709140212,5386103,1000000,NV100106,KV24,GDB,303 276 140212,TK140212
TX140213,62M9130213,187709140213,9035523,1000000,NV100106,KV25,AGRIBANK,303 276 140213,TK140213
TX140214,33M9130214,187709140214,9358796,1000000,NV100107,KV26,MB BANK,303 276 140214,TK140214
TX140215,44M4130215,187709140215,9586500,1000000,NV100107,KV27,EXIM BANK,303 276 140215,TK140215
TX140216,52M6130216,187709140216,1901971,1000000,NV100108,KV11,TP BANK,303 276 140216,TK140216
TX140217,70M7130217,187709140217,9111803,1000000,NV100108,KV12,MSB,303 276 140217,TK140217
TX140218,61M4130218,187709140218,7932793,1000000,NV100109,KV13,SHB,303 276 140218,TK140218
TX140219,63M5130219,187709140219,4036729,1000000,NV100109,KV14,NAM A BANK,303 276 140219,TK140219
TX140220,32M1130220,187709140220,8249961,1000000,NV100110,KV15,SEA BANK,303 276 140220,TK140220
TX140221,67M4130221,187709140221,9569814,1000000,NV100110,KV16,EXIM BANK,303 276 140221,TK140221
TX140222,82M2130222,187709140222,3971472,1000000,NV100111,KV17,OCB,303 276 140222,TK140222
TX140223,67M2130223,187709140223,8207371,1000000,NV100111,KV18,OCB,303 276 140223,TK140223
TX140224,88M6130224,187709140224,9053265,1000000,NV100112,KV19,LPB,303 276 140224,TK140224
TX140225,53M4130225,187709140225,1492903,1000000,NV100112,KV20,TP BANK,303 276 140225,TK140225
TX140226,60M1130226,187709140226,7236403,1000000,NV100113,KV21,SHB,303 276 140226,TK140226
TX140227,80M6130227,187709140227,7180510,1000000,NV100113,KV22,LPB,303 276 140227,TK140227
TX140228,31M1130228,187709140228,1637370,1000000,NV100114,KV23,SCB,303 276 140228,TK140228
TX140229,82M7130229,187709140229,8842794,1000000,NV100114,KV24,SCB,303 276 140229,TK140229
TX140230,37M8130230,187709140230,2905500,1000000,NV100115,KV25,MB BANK,303 276 140230,TK140230
TX140231,46M1130231,187709140231,3187577,1000000,NV100115,KV26,AGRIBANK,303 276 140231,TK140231
TX140232,61M2130232,187709140232,2450644,1000000,NV100116,KV27,OCB,303 276 140232,TK140232
TX140233,86M4130233,187709140233,2429878,1000000,NV100116,KV11,SCB,303 276 140233,TK140233
TX140234,59M1130234,187709140234,3195147,1000000,NV100117,KV12,NAM A BANK,303 276 140234,TK140234
TX140235,75M5130235,187709140235,1842797,1000000,NV100117,KV13,BIDV,303 276 140235,TK140235
TX140236,48M3130236,187709140236,8284742,1000000,NV100118,KV14,VIB,303 276 140236,TK140236
TX140237,57M1130237,187709140237,3686461,1000000,NV100118,KV15,EXIM BANK,303 276 140237,TK140237
TX140238,47M1130238,187709140238,4846811,1000000,NV100119,KV16,VIETTIN BANK,303 276 140238,TK140238
TX140239,76M7130239,187709140239,9367986,1000000,NV100119,KV17,TP BANK,303 276 140239,TK140239
TX140240,84M7130240,187709140240,6052019,1000000,NV100120,KV18,GDB,303 276 140240,TK140240
TX140241,44M9130241,187709140241,3580363,1000000,NV100120,KV19,ACB,303 276 140241,TK140241
TX140242,36M1130242,187709140242,1194987,1000000,NV100121,KV20,VIB,303 276 140242,TK140242
TX140243,85M9130243,187709140243,9326469,1000000,NV100121,KV21,NAM A BANK,303 276 140243,TK140243
TX140244,74M5130244,187709140244,3169166,1000000,NV100122,KV22,MB BANK,303 276 140244,TK140244
TX140245,76M1130245,187709140245,3191266,1000000,NV100122,KV23,OCB,303 276 140245,TK140245
TX140246,73M4130246,187709140246,4291483,1000000,NV100123,KV24,Sacom BANK,303 276 140246,TK140246
TX140247,35M6130247,187709140247,3239122,1000000,NV100123,KV25,VIB,303 276 140247,TK140247
TX140248,42M5130248,187709140248,7079869,1000000,NV100124,KV26,SHB,303 276 140248,TK140248
TX140249,34M1130249,187709140249,1791609,1000000,NV100124,KV27,VIETCOM BANK,303 276 140249,TK140249
TX140250,60M4130250,187709140250,1359891,1000000,NV100125,KV11,MSB,303 276 140250,TK140250
TX140251,70M1130251,187709140251,9768727,1000000,NV100125,KV12,OCEAN BANK,303 276 140251,TK140251
TX140252,33M6130252,187709140252,9948507,1000000,NV100126,KV13,SHB,303 276 140252,TK140252
TX140253,85M9130253,187709140253,7458146,1000000,NV100126,KV14,MB BANK,303 276 140253,TK140253
TX140254,81M1130254,187709140254,2029985,1000000,NV100127,KV15,VIETTIN BANK,303 276 140254,TK140254
TX140255,66M1130255,187709140255,9568510,1000000,NV100127,KV16,MSB,303 276 140255,TK140255
TX140256,42M7130256,187709140256,1023757,1000000,NV100128,KV17,SEA BANK,303 276 140256,TK140256
TX140257,46M8130257,187709140257,1531849,1000000,NV100128,KV18,VIB,303 276 140257,TK140257
TX140258,59M8130258,187709140258,8043703,1000000,NV100129,KV19,BIDV,303 276 140258,TK140258
TX140259,75M1130259,187709140259,7542985,1000000,NV100129,KV20,GDB,303 276 140259,TK140259
TX140260,81M6130260,187709140260,2420528,1000000,NV100130,KV21,AGRIBANK,303 276 140260,TK140260
TX140261,47M7130261,187709140261,4790256,1000000,NV100130,KV22,VIETTIN BANK,303 276 140261,TK140261
TX140262,41M5130262,187709140262,3394296,1000000,NV100131,KV23,SHB,303 276 140262,TK140262
TX140263,54M5130263,187709140263,2075495,1000000,NV100131,KV24,ACB,303 276 140263,TK140263
TX140264,57M6130264,187709140264,8041670,1000000,NV100132,KV25,BIDV,303 276 140264,TK140264
TX140265,35M8130265,187709140265,3913086,1000000,NV100132,KV26,Sacom BANK,303 276 140265,TK140265
TX140266,64M4130266,187709140266,5555561,1000000,NV100133,KV27,VIETCOM BANK,303 276 140266,TK140266
TX140267,65M7130267,187709140267,1763601,1000000,NV100133,KV11,Sacom BANK,303 276 140267,TK140267
TX140268,70M8130268,187709140268,4357987,1000000,NV100134,KV12,BIDV,303 276 140268,TK140268
TX140269,75M6130269,187709140269,5646164,1000000,NV100134,KV13,SCB,303 276 140269,TK140269
TX140270,35M1130270,187709140270,4046586,1000000,NV100135,KV14,TP BANK,303 276 140270,TK140270
TX140271,44M3130271,187709140271,3903547,1000000,NV100135,KV15,TECHCOM BANK,303 276 140271,TK140271
